Opening,YYYYMM,Count
Bishop's Opening: Urusov Gambit,201301,10.0
"Sicilian Defense: Accelerated Dragon, Maroczy Bind",201301,32.0
Sicilian Defense: Hyperaccelerated Fianchetto,201301,77.0
King's Pawn Opening: 2.b3,201301,113.0
Scandinavian Defense: Classical Variation,201301,3.0
Hungarian Opening: Reversed Alekhine,201301,18.0
King's Pawn Game: Dresden Opening,201301,58.0
Scotch Game: Ghulam-Kassim Variation,201301,6.0
Queen's Gambit Declined: Charousek (Petrosian) Variation,201301,14.0
"Queen's Gambit Declined: Exchange Variation, Positional Variation #2",201301,35.0
English Opening: Carls-Bremen System,201301,54.0
King's Indian Attack,201301,166.0
"Queen's Gambit Declined: Orthodox Defense, Botvinnik Variation",201301,29.0
"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation",201301,19.0
Four Knights Game: Scotch Variation,201301,79.0
Anderssen Opening,201301,73.0
Barnes Opening: Walkerling,201301,15.0
"Scandinavian Defense: Main Line, Mieses Variation",201301,44.0
Four Knights Game: Gunsberg Variation,201301,114.0
King's Gambit: Panteldakis Countergambit,201301,31.0
Tarrasch Defense,201301,38.0
"Italian Game: Two Knights Defense, Ulvestad Variation",201301,8.0
Nimzo-Larsen Attack: Indian Variation,201301,46.0
Vienna Game: Anderssen Defense,201301,84.0
"Old Indian: Czech Variation, with Nc3",201301,8.0
"French Defense: Winawer Variation, Advance Variation",201301,29.0
Queen's Gambit Declined: Lasker Defense,201301,13.0
Sicilian Defense: Kalashnikov Variation,201301,38.0
Bird Opening: Williams Gambit,201301,40.0
Zukertort Opening: Ross Gambit,201301,49.0
Blackmar-Diemer Gambit: von Popiel Gambit,201301,17.0
Zukertort Opening: Lisitsyn Gambit,201301,10.0
French Defense: Advance Variation #4,201301,139.0
"Ruy Lopez: Morphy Defense, Modern Steinitz Defense #2",201301,15.0
King's Indian Defense: Zinnowitz Variation,201301,31.0
King's Indian Attack: Keres Variation #2,201301,20.0
"French Defense: Advance, Steinitz Variation",201301,37.0
Yusupov-Rubinstein System,201301,80.0
Trompowsky Attack,201301,66.0
Sicilian Defense: Open,201301,119.0
St. George Defense: Woodchuck Variation,201301,8.0
"King's Gambit Declined, Classical Variation",201301,62.0
Petrov: Modern Attack,201301,83.0
"Italian Game: Two Knights Defense, Fritz Variation",201301,28.0
"King's Gambit Declined, Mafia Defense",201301,13.0
"Sicilian Defense: Accelerated Dragon, Exchange Variation",201301,57.0
"Nimzowitsch Defense: Kennedy Variation, Paulsen Attack",201301,27.0
"English Opening: Anglo-Indian Defense, Queen's Knight Variation",201301,77.0
Carr Defense,201301,54.0
"Sicilian Defense: Nimzowitsch Variation, Advance Variation",201301,18.0
Elephant Gambit: Maroczy Gambit,201301,1.0
King's Indian Attack: Double Fianchetto,201301,2.0
Vienna Game: Falkbeer Variation,201301,52.0
Nimzo-Indian Defense: Classical Variation,201301,13.0
"Queen's Pawn Game: Veresov Attack, Shaviliuk Gambit",201301,16.0
"Queen's Gambit Refused: Chigorin Defense, Main Line",201301,50.0
Queen's Indian Defense: Kasparov Variation,201301,14.0
"English Opening: King's English Variation, Kramnik-Shirov Counterattack",201301,64.0
Queen's Pawn Game: Huebsch Gambit,201301,8.0
Bishop's Opening: Ponziani Gambit,201301,54.0
Gunderam Defense,201301,65.0
"Italian Game: Classical Variation, Greco Gambit, Greco Variation",201301,4.0
Ruy Lopez: Closed,201301,7.0
"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",201301,44.0
Queen's Gambit Refused: Chigorin Defense #2,201301,60.0
Dutch Defense: Normal Variation,201301,49.0
Four Knights Game: Double Spanish,201301,58.0
"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Vehre Variation",201301,16.0
"Sicilian Defense: Paulsen Variation, American Attack",201301,3.0
"English Opening: King's English Variation, Two Knights Variation, Reversed Dragon",201301,16.0
Sicilian Defense: Paulsen-Basman Defense,201301,40.0
King's Pawn Game: Alapin Opening,201301,7.0
Benoni Defense: Hromadka System,201301,34.0
"Sicilian Defense: Alapin Variation, Barmen Defense",201301,17.0
Modern Defense: Bishop Attack,201301,23.0
Caro-Kann Defense #2,201301,49.0
Modern Defense: Standard Line,201301,46.0
Slav Defense: Czech Variation,201301,1.0
Slav Defense: Modern,201301,30.0
"Ruy Lopez: Closed Variations, Kholmov Variation",201301,5.0
French Defense: Wing Gambit,201301,9.0
Indian Game: London System,201301,30.0
Old Indian Defense: Tartakower-Indian,201301,5.0
"English Opening: King's English Variation, Nimzowitsch Variation",201301,16.0
Benoni Defense: Benoni-Indian Defense,201301,30.0
"Queen's Gambit Refused: Baltic Defense, Pseudo-Chigorin",201301,4.0
Alekhine Defense: Exchange Variation,201301,44.0
Nimzo-Indian Defense: Leningrad Variation,201301,33.0
"French Defense: Advance Variation, Extended Bishop Swap",201301,9.0
Sicilian Defense: Accelerated Dragon,201301,71.0
"Englund Gambit Declined, Reversed Alekhine",201301,51.0
Modern Defense: Pseudo-Austrian Attack,201301,16.0
French Defense: Baeuerle Gambit,201301,4.0
French Defense: Diemer-Duhm Gambit,201301,18.0
English Opening: Anglo-Lithuanian Variation,201301,45.0
Borg Defense: Borg Gambit,201301,16.0
"Pirc Defense: Classical Variation, Quiet System, Parma Defense",201301,1.0
"French Defense: Winawer Variation, Classical Variation",201301,2.0
Caro-Kann Defense: Panov Attack #2,201301,49.0
Sicilian Defense: Four Knights Variation,201301,65.0
Lemming Defense,201301,9.0
Reti Opening #2,201301,78.0
Alekhine Defense: Balogh Variation,201301,18.0
Modern Defense: Two Knights Variation,201301,77.0
Englund Gambit Complex: Felbecker Gambit,201301,26.0
"Russian Game: Modern Attack, Symmetrical Variation",201301,11.0
Philidor Defense: Lopez Countergambit,201301,30.0
"French Defense: Advance Variation, Lputian Variation",201301,5.0
Nimzo-Indian Defense: Ragozin Variation,201301,98.0
"English Opening: King's English Variation, Two Knights Variation, Keres Variation",201301,23.0
"Queen's Gambit Declined: Tarrasch Defense, Pseudo-Tarrasch",201301,50.0
Caro-Kann Defense: Main Line,201301,52.0
Caro-Kann Defense: Accelerated Panov Attack,201301,18.0
"English Opening: Anglo-Scandinavian Defense, Malvinas Variation",201301,18.0
Caro-Kann Defense: Bronstein-Larsen Variation,201301,18.0
"King's Gambit Accepted, Bishop's Gambit, Bogoljubov Defense",201301,6.0
"Nimzo-Indian Defense: Normal Variation, Bishop Attack",201301,9.0
"Sicilian Defense: McDonnell Attack, Tal Gambit",201301,9.0
Caro-Kann Defense: Masi Variation,201301,17.0
Scandinavian Defense: Icelandic-Palme Gambit,201301,40.0
Indian Game: Maddigan Gambit,201301,7.0
"Philidor Defense: Hanham Variation, Schlechter Variation",201301,2.0
"French Defense: Advance Variation, Euwe Variation",201301,47.0
Mexican Defense,201301,30.0
"Sicilian Defense: Najdorf Variation, English Attack",201301,59.0
King's Indian Defense: Six Pawns Attack,201301,23.0
Vienna Game: Vienna Gambit,201301,70.0
Nimzowitsch-Larsen Attack,201301,15.0
Indian Game: Czech-Indian,201301,7.0
Sicilian Defense: Dragon Variation,201301,45.0
"Danish Gambit Declined, Sorensen Defense",201301,36.0
Van Geet Opening: Sleipnir Gambit,201301,1.0
"Sicilian Defense: French Variation, Westerinen Attack",201301,25.0
"Slav Defense: Quiet Variation, Pin Defense",201301,33.0
Bogo-Indian Defense: Exchange Variation,201301,11.0
Zukertort Opening: Polish Defense,201301,5.0
"Scotch Game: Goering Gambit, Main Line",201301,10.0
"Dutch Defense: Leningrad Variation, Warsaw Variation",201301,10.0
"French Defense: Exchange Variation, Svenonius Variation",201301,27.0
Italian Game: Bird's Attack,201301,5.0
"Caro-Kann Defense: Accelerated Panov Attack, Open Variation",201301,29.0
"Sicilian Defense: Four Knights Variation, Exchange Variation",201301,16.0
"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation",201301,23.0
"Italian Game: Two Knights Defense, Max Lange Attack, Krause Variation",201301,1.0
"Italian Game: Giuoco Pianissimo, Canal Variation",201301,38.0
French Defense: Paulsen Variation,201301,52.0
"Alekhine Defense: Modern Variation, Larsen Variation",201301,16.0
Bishop's Opening: Philidor Variation,201301,27.0
Zukertort Opening: Dutch Variation,201301,56.0
"Modern Defense: Two Knights Variation, Suttles Variation",201301,73.0
"Scotch Game: Scotch Gambit, Goering Gambit Declined",201301,25.0
"Nimzowitsch Defense: Kennedy Variation, Riemann Defense",201301,13.0
"King's Gambit Accepted, Polerio Gambit",201301,14.0
Scotch Game: Relfsson Gambit,201301,56.0
Nimzowitsch Defense: Williams Variation,201301,73.0
"Queen's Gambit Accepted: Central Variation, Alekhine System",201301,35.0
French Defense: Bird Invitation,201301,32.0
"King's Gambit Declined: Falkbeer, Milner-Barry Variation",201301,6.0
"Alekhine Defense: Four Pawns Attack, Main Line",201301,6.0
"French Defense: Classical Variation, Rubinstein Variation",201301,1.0
Sicilian Defense: Nimzowitsch Variation,201301,19.0
"French Defense: Tarrasch Variation, Guimard Defense",201301,5.0
Caro-Kann Defense: Accelerated Panov Attack #2,201301,24.0
"English Opening: Four Knights System, Nimzowitsch Variation",201301,38.0
Philidor Defense: Steinitz Variation,201301,16.0
Elephant Gambit: Paulsen Countergambit,201301,73.0
Danish Gambit Accepted,201301,84.0
"Nimzo-Indian Defense: Three Knights Variation, Duchamp Variation",201301,10.0
Modern Defense: Wind Gambit,201301,4.0
"Semi-Slav Defense: Noteboom Variation, Anti-Noteboom Gambit",201301,12.0
Blackmar-Diemer Gambit: Ziegler Defense,201301,21.0
"Ruy Lopez: Morphy Defense, Chigorin Defense, Panov System",201301,1.0
Alekhine Defense #3,201301,13.0
"English Opening: Anglo-Indian Defense, King's Indian Formation",201301,9.0
Indian Game: Przepiorka Variation,201301,9.0
"French Defense: Classical Variation, Richter Attack #2",201301,3.0
English Opening: Anglo-Dutch Defense,201301,50.0
"Gruenfeld Defense: Three Knights Variation, Petrosian System",201301,18.0
"French Defense: Advance Variation, Milner-Barry Gambit",201301,26.0
Semi-Slav Defense: Marshall Gambit,201301,23.0
"Queen's Gambit Refused: Baltic Defense, Pseudo-Slav",201301,23.0
"King's Indian Defense: Saemisch Variation, Normal Defense",201301,7.0
"Blackmar-Diemer Gambit Declined, O'Kelly Defense",201301,13.0
Blackmar-Diemer Gambit: Fritz Attack,201301,11.0
King's Indian Defense: Normal Variation,201301,34.0
Queen's Gambit Accepted: Janowski-Larsen Variation,201301,13.0
"Scotch Game: Scotch Gambit, London Defense",201301,5.0
"Russian Game: Modern Attack, Symmetrical Variation #2",201301,40.0
Scandinavian Defense: Blackburne Gambit,201301,55.0
Caro-Kann Defense: Modern Variation,201301,7.0
Dutch Defense: Raphael Variation,201301,70.0
Benoni Defense: Modern Variation,201301,32.0
Sicilian Defense: Closed #2,201301,35.0
Nimzowitsch Defense: French Connection,201301,14.0
Sicilian Defense: Canal-Sokolsky Attack,201301,41.0
Sicilian Defense: Chekhover Variation,201301,41.0
"Sicilian Defense: Paulsen Variation, Szen Variation",201301,15.0
"Queen's Gambit Declined: Ragozin Defense, Alekhine Variation",201301,5.0
Nimzo-Larsen Attack: Modern Variation #4,201301,104.0
Queen's Gambit Declined: Semi-Tarrasch Defense,201301,31.0
Amazon Attack,201301,18.0
"French Defense: Tarrasch Variation, Open System, Suechting Line",201301,8.0
Queen's Pawn Game: London System,201301,124.0
Queen's Gambit Declined: Tarrasch Defense: 4.cxd5 exd5,201301,9.0
"Queen's Gambit Refused: Albin Countergambit, Normal Line",201301,23.0
"King's Indian Defense: Orthodox Variation, Positional Defense",201301,1.0
Zukertort Opening: Arctic Defense,201301,19.0
Caro-Kann Defense: Rasa-Studier Gambit,201301,36.0
Rat Defense: Accelerated Gurgenidze,201301,24.0
Semi-Slav Defense: Noteboom Variation,201301,44.0
"Nimzowitsch Defense: Lean Variation, Colorado Counter Accepted",201301,11.0
"Ruy Lopez: Morphy Defense, Tarrasch Variation",201301,26.0
Slav Defense: Winawer Countergambit,201301,4.0
Czech Defense,201301,18.0
Blackmar-Diemer Gambit: Ryder Gambit,201301,66.0
Slav Indian,201301,24.0
Sicilian Defense: Lasker-Pelikan Variation,201301,12.0
"Ruy Lopez: Classical Variation, Zukertort Gambit",201301,52.0
Ponziani Opening: Spanish Variation,201301,7.0
"Gruenfeld Defense: Three Knights Variation, Hungarian Variation",201301,9.0
King's Gambit Accepted: King Knight's Gambit,201301,26.0
"Ruy Lopez: Berlin Defense, Closed Bernstein Variation",201301,2.0
Sicilian Defense: Mengarini Variation,201301,9.0
"Ruy Lopez: Morphy Defense, Neo-Arkhangelsk Variation",201301,19.0
Modern Defense: Mongredien Defense,201301,12.0
"Ruy Lopez: Morphy Defense, Classical Defense Deferred",201301,15.0
"Nimzo-Indian Defense: Three Knights Variation, Korchnoi Variation",201301,2.0
"Gruenfeld Defense: Three Knights Variation, Paris Variation",201301,10.0
"Queen's Gambit Refused: Chigorin Defense, Modern Gambit",201301,29.0
Polish Defense: Spassky Gambit Accepted,201301,5.0
"Rat Defense: English Rat, Lisbon Gambit",201301,5.0
"King's Gambit, Falkbeer Countergambit, Charousek Gambit",201301,9.0
"Nimzo-Indian Defense: Normal Variation, Gligoric System, Bernstein Defense",201301,1.0
Colle System #2,201301,111.0
"Slav Defense: Slav Gambit, Alekhine Attack",201301,47.0
"Sicilian Defense: Wing Gambit, Marshall Variation",201301,4.0
"English Opening: King's English Variation, Keres Defense",201301,5.0
Nimzowitsch Defense: Mikenas Variation,201301,54.0
Dutch Defense: Nimzo-Dutch Variation,201301,2.0
"Blackmar-Diemer Gambit Declined, Lamb Defense",201301,12.0
Four Knights Game: Halloween Gambit,201301,29.0
"Queen's Indian Defense: Kasparov-Petrosian Variation, Marco Defense",201301,2.0
"King's Gambit, Falkbeer Countergambit, Staunton Line",201301,50.0
"Dutch Defense: Classical Variation, Stonewall Variation",201301,4.0
Alekhine Defense #2,201301,70.0
"Italian Game: Classical Variation, Greco Gambit, Traditional Line",201301,63.0
"Scotch Game: Scotch Gambit, Sarratt Variation",201301,11.0
"Sicilian Defense: O'Kelly Variation, Normal System, Taimanov Line",201301,4.0
"Sicilian Defense: Smith-Morra Gambit Accepted, Scheveningen Formation",201301,10.0
"King's Gambit Accepted, Becker Defense",201301,42.0
"King's Indian Defense: Fianchetto Variation, Uhlmann-Szabo System",201301,4.0
"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",201301,65.0
Old Indian: Czech Variation,201301,11.0
Scandinavian Defense: Modern Variation,201301,11.0
"Gruenfeld Defense: Three Knights Variation, Burille Variation",201301,30.0
"King's Indian Defense: Fianchetto Variation, Debrecen Defense",201301,13.0
"Italian Game: Evans Gambit, McDonnell Defense",201301,15.0
"French Defense: Tarrasch Variation, Open System",201301,4.0
"Queen's Gambit Declined: Lasker Defense, Main Line",201301,3.0
"Ruy Lopez: Closed Variations, Closed Defense",201301,12.0
"Ruy Lopez: Exchange Variation, Keres Variation",201301,10.0
Ruy Lopez: Closed Variations,201301,11.0
King's Indian Defense: Steiner Attack,201301,2.0
Slav Defense: Steiner Variation,201301,8.0
"Italian Game: Two Knights Defense, de Riviere Gambit",201301,34.0
"Queen's Gambit Refused: Austrian Attack, Salvio Countergambit",201301,16.0
Italian Game: Classical Variation,201301,18.0
"Sicilian Defense: Pin Variation, Koch Variation",201301,7.0
Semi-Slav Defense: Quiet Variation,201301,12.0
"Ruy Lopez: Closed, Anti-Marshall 8.a4",201301,3.0
Indian Game: Spielmann-Indian,201301,14.0
"King's Gambit, Falkbeer Countergambit, Blackburne Attack",201301,20.0
"King's Indian Defense: Fianchetto Variation, Classical Fianchetto",201301,5.0
"Italian Game: Two Knights Defense, Polerio Defense, Suhle Defense",201301,6.0
Ruy Lopez: Columbus Variation,201301,7.0
"Scotch Game: Classical Variation, Intermezzo Variation",201301,73.0
"Queen's Gambit Declined: Harrwitz Attack, Two Knights Defense",201301,4.0
"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",201301,13.0
Old Indian Defense: Ukrainian Variation,201301,4.0
Pirc Defense: Byrne Variation,201301,28.0
Russian Game: Paulsen Attack,201301,13.0
"Italian Game: Two Knights Defense, Polerio Defense, Kieseritzky Variation",201301,9.0
"Indian Game: Anti-Gruenfeld, Advance Variation",201301,2.0
"Queen's Gambit Declined: Vienna Variation, Quiet Variation",201301,24.0
Vienna Game: Paulsen Variation,201301,9.0
Nimzowitsch Defense: Lean Variation,201301,6.0
St. George Defense: Polish Variation,201301,21.0
Vienna Game #2,201301,15.0
"French Defense: Steinitz Variation, Boleslavsky Variation",201301,14.0
Gruenfeld Defense: Three Knights Variation,201301,12.0
Nimzowitsch Defense: Breyer Variation,201301,12.0
"French Defense: Advance Variation, Wade Variation",201301,7.0
Elephant Gambit: Wasp Variation,201301,1.0
"Trompowsky Attack: Classical Defense, Big Center Variation",201301,31.0
"King's Gambit Accepted, Cunningham Defense, McCormick Defense",201301,6.0
Queen's Indian Defense: Spassky System,201301,11.0
"King's Gambit Accepted, Orsini Gambit",201301,1.0
Dutch Defense: Staunton Gambit,201301,4.0
Caro-Kann Defense: Two Knights Attack,201301,87.0
Sicilian Defense: Pin Variation,201301,10.0
Sicilian Defense: Scheveningen Variation,201301,28.0
English Opening: Wing Gambit,201301,5.0
"Sicilian Defense: Accelerated Fianchetto, Maroczy Bind, 5...Bg7",201301,7.0
Blackmar-Diemer Gambit: Vienna Variation,201301,11.0
"English Opening: King's English Variation, Four Knights Variation #2",201301,10.0
French Defense: Reti-Spielmann Attack,201301,78.0
Semi-Slav Defense: Normal Variation,201301,35.0
Dutch Defense: Hopton Attack,201301,15.0
Englund Gambit Complex: Soller Gambit Deferred,201301,9.0
French Defense: Schlechter Variation,201301,25.0
